rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,lat,lon,alt,utm_easting,utm_northing,zone,letter,raw_data
1613521649288405053,,225,,1649,0,'',1.03955333333,-1.87234833333,36.4,625467.032365,114924.406889,30,"""N""","""$GPGGA,002729.000,4220.3732,N,07105.3409,W,1,07,1.3,36.4,M,-33.8,M,,0000*5D\r\n"""
1613521650292072448,,226,,1650,0,'',1.03954833333,-1.87233333333,36.3,625468.701739,114923.854725,30,"""N""","""$GPGGA,002730.000,4220.3729,N,07105.3400,W,1,08,1.3,36.3,M,-33.8,M,,0000*5E\r\n"""
1613521651292455040,,227,,1651,0,'',1.039545,-1.872305,36.3,625471.85476,114923.487344,30,"""N""","""$GPGGA,002731.000,4220.3727,N,07105.3383,W,1,08,1.3,36.3,M,-33.8,M,,0000*5D\r\n"""
1613521652290179037,,228,,1652,0,'',1.03954333333,-1.87229166667,36.3,625473.338539,114923.303621,30,"""N""","""$GPGGA,002732.000,4220.3726,N,07105.3375,W,1,07,1.3,36.3,M,-33.8,M,,0000*59\r\n"""
1613521653290302820,,229,,1653,0,'',1.03953833333,-1.87228166667,36.3,625474.451521,114922.751259,30,"""N""","""$GPGGA,002733.000,4220.3723,N,07105.3369,W,1,07,1.3,36.3,M,-33.8,M,,0000*50\r\n"""
1613521654290721242,,230,,1654,0,'',1.03953166667,-1.87227166667,36.4,625475.564569,114922.014643,30,"""N""","""$GPGGA,002734.000,4220.3719,N,07105.3363,W,1,07,1.3,36.4,M,-33.8,M,,0000*53\r\n"""
1613521655295392875,,231,,1655,0,'',1.039525,-1.87226333333,36.4,625476.492152,114921.277961,30,"""N""","""$GPGGA,002735.000,4220.3715,N,07105.3358,W,1,07,1.3,36.4,M,-33.8,M,,0000*56\r\n"""
1613521656291887088,,232,,1656,0,'',1.03952166667,-1.87226333333,36.5,625476.492284,114920.909455,30,"""N""","""$GPGGA,002736.000,4220.3713,N,07105.3358,W,1,07,1.3,36.5,M,-33.8,M,,0000*52\r\n"""
1613521657295258871,,233,,1657,0,'',1.03952333333,-1.87226833333,36.5,625475.935826,114921.093509,30,"""N""","""$GPGGA,002737.000,4220.3714,N,07105.3361,W,1,08,1.3,36.5,M,-33.8,M,,0000*51\r\n"""
1613521658293476854,,234,,1658,0,'',1.03952333333,-1.87225833333,36.5,625477.04861,114921.093907,30,"""N""","""$GPGGA,002738.000,4220.3714,N,07105.3355,W,1,08,1.3,36.5,M,-33.8,M,,0000*59\r\n"""
1613521659295261195,,235,,1659,0,'',1.03951833333,-1.872245,36.6,625478.532521,114920.541677,30,"""N""","""$GPGGA,002739.000,4220.3711,N,07105.3347,W,1,08,1.3,36.6,M,-33.8,M,,0000*5D\r\n"""
1613521660292232725,,236,,1660,0,'',1.03951,-1.87222666667,36.8,625480.572955,114919.621139,30,"""N""","""$GPGGA,002740.000,4220.3706,N,07105.3336,W,1,07,1.4,36.8,M,-33.8,M,,0000*55\r\n"""
1613521661292500442,,237,,1661,0,'',1.0395,-1.872215,37.0,625481.871598,114918.516083,30,"""N""","""$GPGGA,002741.000,4220.3700,N,07105.3329,W,1,07,1.4,37.0,M,-33.8,M,,0000*55\r\n"""
1613521662295210138,,238,,1662,0,'',1.03949333333,-1.872205,37.1,625482.984646,114917.779467,30,"""N""","""$GPGGA,002742.000,4220.3696,N,07105.3323,W,1,08,1.3,37.1,M,-33.8,M,,0000*5B\r\n"""
1613521663296023595,,239,,1663,0,'',1.03948833333,-1.8722,37.2,625483.541236,114917.226906,30,"""N""","""$GPGGA,002743.000,4220.3693,N,07105.3320,W,1,08,1.3,37.2,M,-33.8,M,,0000*5F\r\n"""
1613521664295524882,,240,,1664,0,'',1.03948333333,-1.87218833333,37.2,625484.839682,114916.67461,30,"""N""","""$GPGGA,002744.000,4220.3690,N,07105.3313,W,1,08,1.3,37.2,M,-33.8,M,,0000*5B\r\n"""
1613521665295266640,,241,,1665,0,'',1.039475,-1.87218333333,37.2,625485.396403,114915.753543,30,"""N""","""$GPGGA,002745.000,4220.3685,N,07105.3310,W,1,08,1.3,37.2,M,-33.8,M,,0000*5D\r\n"""
1613521666297427219,,242,,1666,0,'',1.03946666667,-1.872175,37.1,625486.324053,114914.832608,30,"""N""","""$GPGGA,002746.000,4220.3680,N,07105.3305,W,1,08,1.3,37.1,M,-33.8,M,,0000*5C\r\n"""
1613521667293101393,,243,,1667,0,'',1.03945666667,-1.87217833333,37.2,625485.953519,114913.726955,30,"""N""","""$GPGGA,002747.000,4220.3674,N,07105.3307,W,1,07,1.3,37.2,M,-33.8,M,,0000*58\r\n"""
1613521668294660545,,244,,1668,0,'',1.03944333333,-1.87218166667,37.4,625485.583118,114912.252797,30,"""N""","""$GPGGA,002748.000,4220.3666,N,07105.3309,W,1,07,1.3,37.4,M,-33.8,M,,0000*5C\r\n"""
1613521669296461958,,245,,1669,0,'',1.03942833333,-1.87217833333,37.6,625485.954638,114910.59465,30,"""N""","""$GPGGA,002749.000,4220.3657,N,07105.3307,W,1,08,1.3,37.6,M,-33.8,M,,0000*5C\r\n"""
1613521670295694596,,246,,1670,0,'',1.03941833333,-1.87217666667,37.7,625486.140497,114909.489197,30,"""N""","""$GPGGA,002750.000,4220.3651,N,07105.3306,W,1,08,1.3,37.7,M,-33.8,M,,0000*52\r\n"""
1613521671296740202,,247,,1671,0,'',1.03941,-1.872175,37.8,625486.32629,114908.567997,30,"""N""","""$GPGGA,002751.000,4220.3646,N,07105.3305,W,1,08,1.3,37.8,M,-33.8,M,,0000*59\r\n"""
1613521672296825299,,248,,1672,0,'',1.03940166667,-1.87216833333,37.9,625487.068476,114907.646995,30,"""N""","""$GPGGA,002752.000,4220.3641,N,07105.3301,W,1,08,1.3,37.9,M,-33.8,M,,0000*58\r\n"""
1613521673294225728,,249,,1673,0,'',1.03939666667,-1.87217,38.0,625486.883209,114907.094169,30,"""N""","""$GPGGA,002753.000,4220.3638,N,07105.3302,W,1,07,1.4,38.0,M,-33.8,M,,0000*5A\r\n"""
1613521674293999377,,250,,1674,0,'',1.03938833333,-1.87216666667,38.0,625487.254466,114906.173035,30,"""N""","""$GPGGA,002754.000,4220.3633,N,07105.3300,W,1,07,1.4,38.0,M,-33.8,M,,0000*54\r\n"""
1613521675296062743,,251,,1675,0,'',1.03937833333,-1.87216333333,38.1,625487.625789,114905.067648,30,"""N""","""$GPGGA,002755.000,4220.3627,N,07105.3298,W,1,07,1.4,38.1,M,-33.8,M,,0000*51\r\n"""
1613521676294913541,,252,,1676,0,'',1.03937,-1.87216,38.2,625487.997046,114904.146514,30,"""N""","""$GPGGA,002756.000,4220.3622,N,07105.3296,W,1,07,1.4,38.2,M,-33.8,M,,0000*5A\r\n"""
1613521677294869487,,253,,1677,0,'',1.039365,-1.87215833333,38.3,625488.182708,114903.593821,30,"""N""","""$GPGGA,002757.000,4220.3619,N,07105.3295,W,1,07,1.4,38.3,M,-33.8,M,,0000*51\r\n"""
1613521678297260997,,254,,1678,0,'',1.03936,-1.872155,38.4,625488.553833,114903.041193,30,"""N""","""$GPGGA,002758.000,4220.3616,N,07105.3293,W,1,08,1.3,38.4,M,-33.8,M,,0000*58\r\n"""
1613521679297500920,,255,,1679,0,'',1.03935833333,-1.87215333333,38.5,625488.739363,114902.857006,30,"""N""","""$GPGGA,002759.000,4220.3615,N,07105.3292,W,1,08,1.3,38.5,M,-33.8,M,,0000*5A\r\n"""
1613521680296899293,,256,,1680,0,'',1.03935833333,-1.87215166667,38.4,625488.924827,114902.857073,30,"""N""","""$GPGGA,002800.000,4220.3615,N,07105.3291,W,1,08,1.3,38.4,M,-33.8,M,,0000*5B\r\n"""
1613521681297996714,,257,,1681,0,'',1.03935333333,-1.87215166667,38.5,625488.925025,114902.304313,30,"""N""","""$GPGGA,002801.000,4220.3612,N,07105.3291,W,1,08,1.3,38.5,M,-33.8,M,,0000*5C\r\n"""
1613521682298096799,,258,,1682,0,'',1.039345,-1.872155,38.5,625488.554426,114901.382914,30,"""N""","""$GPGGA,002802.000,4220.3607,N,07105.3293,W,1,08,1.3,38.5,M,-33.8,M,,0000*59\r\n"""
1613521683295571960,,259,,1683,0,'',1.03933833333,-1.87216,38.4,625487.998296,114900.645702,30,"""N""","""$GPGGA,002803.000,4220.3603,N,07105.3296,W,1,07,1.4,38.4,M,-33.8,M,,0000*50\r\n"""
1613521684292585243,,260,,1684,0,'',1.039335,-1.87216,38.5,625487.998428,114900.277196,30,"""N""","""$GPGGA,002804.000,4220.3601,N,07105.3296,W,1,06,1.6,38.5,M,-33.8,M,,0000*57\r\n"""
